"","...1","site","date","city","county","state","lat","lng","n_post","upvotes","n_comment","stars","reviews","type","introduce","review","url","hot"
"1316",2104,"Kendall Soccer Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,19,130,236,4.6,1076,"Soccer field","None","['  Great soccer park for many different ages and experience.  Great artificial Turf that is very well kept due to frequent maintenance they do on it. ', '  Beautiful park and fields. Very well maintained, it’s clean and has working restrooms. Plenty of parking. It looks like there’s a store but it’s been closed the few times I’ve been there. There are bleachers on both sides around the play field. ', '  Park is well maintained and facilities open. Ample parking and friendly staff. Wish it was even bigger for more fields! ']","https://www.google.com.tw/maps/place/Kendall+Soccer+Park/data=!4m7!3m6!1s0x88d9c6ed0f72efdd:0x28c04cb9b8094b7f!8m2!3d25.6922847!4d-80.4005915!16s%2Fg%2F1tgc0l3n!19sChIJ3e9yD-3G2YgRf0sJuLlMwCg?authuser=0&hl=en&rclk=1",0.287482730327482
"1317",2106,"FunDimension",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,5,299,96,4.3,1014,"Amusement center","Sprawling indoor play space featuring arcade games, bumper cars, laser tag & other activities.","['  I had such a wonderful experience here!!!! I booked my kiddo birthday here and from start to finish Alina our host was amazing…. From coordinating color, setting up room, and make the day just amazing. Rachel, you got a really great employee with Alina. Thank you for making his birthday a blast🥳 … ', ""  I went tonight for my son's birthday and could not be more disappointed. All he wanted was to ride the bumper cars and the staff told us they forgot to charge them!!! This was after we bought the card for the bumper cars. Next the place was … "", '  Great place to have a fun time with your kid! While they play with the video games or in the playground, you can relax with a beer, a mimosa and some chicken wings… 100% recommended!!! ']","https://www.google.com.tw/maps/place/FunDimension/data=!4m7!3m6!1s0x88d9b6ae1398225d:0x235e79b5c9aa4b07!8m2!3d25.7973262!4d-80.1974979!16s%2Fg%2F11fy2k8qhv!19sChIJXSKYE6622YgRB0uqybV5XiM?authuser=0&hl=en&rclk=1",0.0924026940143305
"1318",2107,"The Social Hub Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,52143,13803,5,222,"Museum","None","['  Coming to Miami was an experience in and of itself but visiting The Social Hub Miami was one of the best experiences I’ve had while here. Each room is well decorated and has a variety of props and things you’re able to interact with to make … ', '  Let me start this review off by stating my attendance to  this establishment was the absolute best part of my trip to Miami. Mr. & Mrs. Daniels (owners) were extremely welcoming and professional upon my arrival. Their facility is clean, … ', '  Hands down, The Social Club in Miami is literally my most favorite impromptu experience this far. I’m from the Midwest, so things like this are just coming to the scene and nowhere near this level yet. Firstly, it’s a Black-Owned business … ']","https://www.google.com.tw/maps/place/The+Social+Hub+Miami/data=!4m7!3m6!1s0x88d9b7463629aa17:0xa866cb743171e3c2!8m2!3d25.7669664!4d-80.1934883!16s%2Fg%2F11ppjd5fkg!19sChIJF6opNka32YgRwuNxMXTLZqg?authuser=0&hl=en&rclk=1",6.95809209279134
"1319",2108,"Kendall Ice Arena",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,9,249,122,4.3,695,"Ice skating rink","2 ice-skating rinks open to both kids & adults, plus figure skating & hockey classes.","['  This is such a great and fun place! 😍\nIt’s s shame that not lot of people know that we have a super nice ice skating ring in Miami. They have great packages for birthdays parties and othe … ', '  This was our first time ever going here despite living in Kendall basically forever lol. We went on a Saturday and had a great time. The staff was helpful and friendly, the skating rink was in good condition. … ', '  This place is classic in Kendall. The people that work there are the best, always greet you with a smile, polite and in a great mood. The classes are great, and the skating facilities are pretty good. For customer service and the rink, they … ']","https://www.google.com.tw/maps/place/Kendall+Ice+Arena/data=!4m7!3m6!1s0x88d9c1cefddee653:0xaf9a0227fe29a4b3!8m2!3d25.6711579!4d-80.440636!16s%2Fg%2F1tfrsqvk!19sChIJU-be_c7B2YgRs6Qp_icCmq8?authuser=0&hl=en&rclk=1",0.148031409548513
"1320",2109,"Arcade Odyssey",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.8,1198,"Video arcade","This arcade with a retro vibe offers a sizable selection of new & classic games, plus snacks.","['  This place is one of the last great arcades out there in Miami. From the rare and exotic Asian inspired snacks and drinks to the retro and the new arcade machines, this place is the perfect meeting ground for young and new people of this generation. The atmosphere brings back a certain nostalgia from the past. ', ""  This arcade is what an arcade should be. The game selection is absolutely amazing. I love the variety of unique Japanese import machines and the decor is really neat! This is a true video arcade and although some kids may enjoy it, it's not … "", ""  Great place, the best arcade in Miami, full of amazing retro games and a bunch of classics! The drinks are good and there's a lot to do here, way cheaper than any other arcade too, can't miss out on it if you love retro games. ""]","https://www.google.com.tw/maps/place/Arcade+Odyssey/data=!4m7!3m6!1s0x88d9c13edbae19fb:0x53788cae1b64bee3!8m2!3d25.6554027!4d-80.3826046!16s%2Fg%2F1thd7h22!19sChIJ-xmu2z7B2YgR475kG66MeFM?authuser=0&hl=en&rclk=1",0
"1321",2110,"Paranoia Miami",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,1,3,4,4.3,544,"Amusement center","None","['  Best haunted house/maze I ever been through, affordable. And the experience was amazing! None of the haunted houses I have been to in the major theme parks have given me a scare and are very detailed. This one managed to give me a little jolt and emotion throughout the maze and it was a lot of fun! Awesome experience! ', '  Went there with a group of 14. As soon as we walked in the girl with green hair and piercings said 8 of you stay and the rest of you leave. No context, rude as hell. That was the first time she gave attitude. Then to find out, once my … ', '  The absolute best Halloween themed park you’ll go to. Yes, even better than Halloween horror nights in Orlando. The actors are exceptional actors and truly do scare you, the 15 minutes in the maze feels like an hour, and the service is on … ']","https://www.google.com.tw/maps/place/Paranoia+Miami/data=!4m7!3m6!1s0x88d9b6b39b9837b9:0x82789f5f2f872d2f!8m2!3d25.8012106!4d-80.2033378!16s%2Fg%2F11dzzzpyj6!19sChIJuTeYm7O22YgRLy2HL1-feII?authuser=0&hl=en&rclk=1",0.0148876364042856
"1322",2111,"Dadeland Mall",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.5,15303,"Shopping mall","Spacious enclosed mall includes a range of well-known retail shops, department stores & restaurants.","[""  This mall is pretty great! It has really nice restaurants and a diverse food court. I was able to find what I was shopping for here both times I've been here.  There's a Lego store, apple store, Macy's, and lots of clothing stores. "", '  Who doesn’t love a good mall even if you have heavy parking and maskless people around. In all seriousness the mall was clean , would’ve given more stars but Valet takes up practically the entire front parking of the mall which forces you … ', '  Clean and it has an Apple store which means the mall is doing good.  However the parking is a joke, half of them are parking, another part is valet and some are free, it doesn’t make any sense. ']","https://www.google.com.tw/maps/place/Dadeland+Mall/data=!4m7!3m6!1s0x88d9c7a313cb7acd:0x1cc60c3844fa1968!8m2!3d25.6905361!4d-80.312504!16zL20vMGJ0eTdx!19sChIJzXrLE6PH2YgRaBn6RDgMxhw?authuser=0&hl=en&rclk=1",0
"1323",2112,"Dry Tortugas National Park",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,1e+05,8256,4.8,1378,"National park","Mostly water, this remote park features abundant marine & bird life plus a 19th-century fort.","['  This place is amazing ans what an experience we had. Good sized fort and with detailed education on the great history and purpose.  The snorkeling around was really good. Park is well maintained and the views are stunning. Be prepared to be Off grid! The staff was very nice and really seem to enjoy their jobs. ', '  Seriously gorgeous beyond words. We LOVED this place. Could have spent way more time here. The water is beautiful. The snorkeling was a blast. Walking the wall you can see a lot of fish. We happened to see a shark as well and a couple barracudas. Fort Jefferson is full of history and a very unique fort. So fun! ', '  Headed to ""Dry Tortugas National Park"", about 70 miles from Key West by speed boat. It was built in the 1800\'s as a military fort. The fort is made of bricks around to the entire island and is almost a regular hexagon shape. … ']","https://www.google.com.tw/maps/place/Dry+Tortugas+National+Park/data=!4m7!3m6!1s0x88ce55d10406f657:0x5bb10efd57331da1!8m2!3d24.628477!4d-82.8731874!16zL20vMDJ6anQx!19sChIJV_YGBNFVzogRoR0zV_0OsVs?authuser=0&hl=en&rclk=1",9.98530212956747
"1324",2113,"West Kendall Regional Library",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,228,5189,2675,4.7,137,"Public library","None","[""  Great place to focus while studying, playing board games or just relaxing for a while. I didn't expect public libraries nowadays to be so well equipped, they have computers and printers for public use and occasional events for all ages. I … "", '  Spacious, nice staff , clean , I personally think it’s a cute library , love studying here ', '  I’ve been visiting  West Kendall Regional for about 8 years. I always see improvements and its the reason I keep coming back. The children’s library is wonderful too. There’s something for everyone here. The book selection is especially … ']","https://www.google.com.tw/maps/place/West+Kendall+Regional+Library/data=!4m7!3m6!1s0x88d9c1ce66aed5f9:0x6544be33d015ec6b!8m2!3d25.673056!4d-80.440789!16s%2Fg%2F1vxcx6kv!19sChIJ-dWuZs7B2YgRa-wV0DO-RGU?authuser=0&hl=en&rclk=1",3.67934633443066
"1325",2114,"Kendall Plaza",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,0,0,0,4.4,1764,"Shopping mall","None","['  Good for shopping at Ross. Busy place, but not a long line to pay. Somehow a little disorganized but expected since the high volume of clients they handle. Best days to go weekdays, right when opening at 8 am. The staff is nice, professional, and always available in case you have any question. I found it good overall. ', '  Parking is always terrible and a hassle\nPeople yelling and honking around the mcdonalds. fights over parking spots,\nPeople illegally parked near the outside atm machine, the auto shop, jamaican place, the pizza place, right under the ""no parking zone"" signs..... ', '  Ross had horrible inventory. A lot of empty shelves and open items. And I waited 30 min in line to buy a sonic wall clock. Had 2 cashiers. :/ ']","https://www.google.com.tw/maps/place/Kendall+Plaza/data=!4m7!3m6!1s0x88d9c04a16dfab7d:0xcf3d81bc38b6ce4a!8m2!3d25.6839746!4d-80.4315313!16s%2Fg%2F1tdvfcp2!19sChIJfavfFkrA2YgRSs62OLyBPc8?authuser=0&hl=en&rclk=1",0
"1326",2115,"Bridges at Kendall Place",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,250,1e+05,20257,4.8,352,"Apartment rental agency","None","['  Lived here for four years and enjoyed every moment of it - the staff are courteous, professional and exceptionally responsive, and quickly resolved issues during my time here. The apartments are clean, well-maintained and generally … ', '  Such a great rental community, one of the few places in Kendall that you’ll find that’s well kept, modern, and actually has SPACE. The apartments have high ceilings which make it feel so much bigger. The pool area is modern with cabanas and … ', '  We lived here for the four years we lived in Miami, and I wouldn’t have it any other way. Jessica and Jeanette became like family to us, and they’re so very superb and amazing and made everything a breeze. We loved our apartment and we … ']","https://www.google.com.tw/maps/place/Bridges+at+Kendall+Place/data=!4m7!3m6!1s0x88d9c03469d05b51:0x19761871307d33a1!8m2!3d25.6869939!4d-80.4365096!16s%2Fg%2F11g_fgmt4!19sChIJUVvQaTTA2YgRoTN9MHEYdhk?authuser=0&hl=en&rclk=1",10
"1327",2116,"Sandcastles and Seashells by Dream Vacations",2022-12-21 16:51:29,"Kendall West","Miami-Dade","Florida",25.7065,-80.4388,249,10630,10797,5,3,"Travel agency","None","['  I have used this company twice for small trips made this past year. Due to COVID, we have only made trips within the US and have been extremely careful where we book. Gladys was super sweet and patient with me at all times, even though I … ', '  I bought a great package from them to the Hard Rock Punta Cana back before the pandemic. We had to reschedule due to the pandemic and they were very nice and helpful with all the details. We had no issue upon our arrival at Punta Cana and I … ', '  Not only was the service amazing but so was the price! I always shop around before booking anything to make sure I get the most bang for my buck. Sandcastles and Seashells by Dream Vacation not only assured me they would match whatever prices I found, but they were able to beat the other prices! Definitely would recommend!! � … ']","https://www.google.com.tw/maps/place/Sandcastles+and+Seashells+by+Dream+Vacations/data=!4m7!3m6!1s0x88d9c15943288593:0x5d5e8c7bfe669a1e!8m2!3d45.1575501!4d-128.1448585!16s%2Fg%2F11ftwcxp8p!19sChIJk4UoQ1nB2YgRHppm_nuMXl0?authuser=0&hl=en&rclk=1",4.3321738309553
